s_m,t_s,speed_mps,road_limit_mps,traffic_limit_mps,combined_limit_mps,admissible_speed_mps,accel_mps2,x_m,y_m
0.0,0.0,25.0,inf,25.0,25.0,25.0,0.0,0.0,0.0
1.0,0.04,25.0,inf,25.0,25.0,25.0,0.0,1.0,0.0
2.0,0.08,25.0,inf,25.0,25.0,25.0,0.0,2.0,0.0
3.0,0.12,25.0,inf,25.0,25.0,25.0,0.0,3.0,0.0
4.0,0.16,25.0,inf,25.0,25.0,25.0,0.0,4.0,0.0
5.0,0.2,25.0,inf,25.0,25.0,25.0,0.0,5.0,0.0
6.0,0.24000000000000002,25.0,inf,25.0,25.0,25.0,0.0,6.0,0.0
7.0,0.28,25.0,inf,25.0,25.0,25.0,0.0,7.0,0.0
8.0,0.32,25.0,inf,25.0,25.0,25.0,0.0,8.0,0.0
9.0,0.36,25.0,inf,25.0,25.0,25.0,0.0,9.0,0.0
10.0,0.39999999999999997,25.0,inf,25.0,25.0,25.0,0.0,10.0,0.0
11.0,0.43999999999999995,25.0,inf,25.0,25.0,25.0,0.0,11.0,0.0
12.0,0.4799999999999999,25.0,inf,25.0,25.0,25.0,0.0,12.0,0.0
13.0,0.5199999999999999,25.0,inf,25.0,25.0,25.0,0.0,13.0,0.0
14.0,0.5599999999999999,25.0,inf,25.0,25.0,25.0,0.0,14.0,0.0
15.0,0.6,25.0,inf,25.0,25.0,25.0,0.0,15.0,0.0
16.0,0.64,25.0,inf,25.0,25.0,25.0,0.0,16.0,0.0
17.0,0.68,25.0,inf,25.0,25.0,25.0,0.0,17.0,0.0
18.0,0.7200000000000001,25.0,inf,25.0,25.0,25.0,0.0,18.0,0.0
19.0,0.7600000000000001,25.0,inf,25.0,25.0,25.0,0.0,19.0,0.0
20.0,0.8000000000000002,25.0,inf,25.0,25.0,25.0,0.0,20.0,0.0
21.0,0.8400000000000002,25.0,inf,25.0,25.0,25.0,0.0,21.0,0.0
22.0,0.8800000000000002,25.0,inf,25.0,25.0,25.0,0.0,22.0,0.0
23.0,0.9200000000000003,25.0,inf,25.0,25.0,25.0,0.0,23.0,0.0
24.0,0.9600000000000003,25.0,inf,25.0,25.0,25.0,0.0,24.0,0.0
25.0,1.0000000000000002,25.0,inf,25.0,25.0,25.0,0.0,25.0,0.0
26.0,1.0400000000000003,25.0,inf,25.0,25.0,25.0,0.0,26.0,0.0
27.0,1.0800000000000003,25.0,inf,25.0,25.0,25.0,0.0,27.0,0.0
28.0,1.1200000000000003,25.0,inf,25.0,25.0,25.0,0.0,28.0,0.0
29.0,1.1600000000000004,25.0,inf,25.0,25.0,25.0,0.0,29.0,0.0
30.0,1.2000000000000004,25.0,inf,25.0,25.0,25.0,0.0,30.0,0.0
31.0,1.2400000000000004,25.0,inf,25.0,25.0,25.0,0.0,31.0,0.0
32.0,1.2800000000000005,25.0,inf,25.0,25.0,25.0,0.0,32.0,0.0
33.0,1.3200000000000005,25.0,inf,25.0,25.0,25.0,0.0,33.0,0.0
34.0,1.3600000000000005,25.0,inf,25.0,25.0,25.0,0.0,34.0,0.0
35.0,1.4000000000000006,25.0,inf,25.0,25.0,25.0,0.0,35.0,0.0
36.0,1.4400000000000006,25.0,inf,25.0,25.0,25.0,0.0,36.0,0.0
37.0,1.4800000000000006,25.0,inf,25.0,25.0,25.0,0.0,37.0,0.0
38.0,1.5200000000000007,25.0,inf,25.0,25.0,25.0,0.0,38.0,0.0
39.0,1.5600000000000007,25.0,inf,25.0,25.0,25.0,0.0,39.0,0.0
40.0,1.6000000000000008,25.0,inf,25.0,25.0,25.0,0.0,40.0,0.0
41.0,1.6400000000000008,25.0,inf,25.0,25.0,25.0,0.0,41.0,0.0
42.0,1.6800000000000008,25.0,inf,25.0,25.0,25.0,0.0,42.0,0.0
43.0,1.7200000000000009,25.0,inf,25.0,25.0,25.0,0.0,43.0,0.0
44.0,1.760000000000001,25.0,inf,25.0,25.0,25.0,0.0,44.0,0.0
